Course Title,Course Description,Antirequisites,Prerequisites,Extra Information,Course Weight,Subject
"Software Engineering 4455A/B CLOUD COMPUTING: CONCEPTS, TECHNOLOGIES AND APPLICATIONS","The course concentrates on the fundamental elements of cloud computing such as resource virtualization and distributed systems including the main concepts of cloud infrastructures. Laboratory activities will allow students to be exposed to fundamental technologies used by cloud computing such as virtual machines, virtual machine monitors, resource allocations, etc.",,"ECE 4436A/B, SE 3313A/B, SE 3314A/B","3 lecture hours, 2 laboratory hours.",0.50,Software Engineering
Software Engineering 4470A/B SELECTED TOPICS IN SOFTWARE ENGINEERING I,The course deals with topics of current interest in Software Engineering. Topics and course outline will be available at the time of registration.,,,"3 lecture hours, 1 lab hour",0.50,Software Engineering
Software Engineering 4471A/B SELECTED TOPICS IN SOFTWARE ENGINEERING II,The course deals with topics of current interest in Software Engineering. Topics and course outline will be available at the time of registration.,,,"3 lecture hours, 1 lab hour.",0.50,Software Engineering
Software Engineering 4472A/B INFORMATION SECURITY,"This course provides an introduction to the topic of security in the context of computer networks. The goals are to provide students with a foundation allowing them to identify, analyze, and solve network-related security problems in information systems with the emphasis on the engineering aspects of information security.",,"ECE 4436A/B, Computer Science 3357A/B, SE 3313A/B, Computer Science 3305A/B","3 lecture hours, 2 tutorial/laboratory hours.",0.50,Software Engineering
Statistical Sciences 1023A/B STATISTICAL CONCEPTS,"An examination of statistical issues aiming towards statistical literacy and appropriate interpretation of statistical information. Common misconceptions will be targeted. Assessment of the validity and treatment of results in popular and scientific media. Conceptual consideration of study design, numerical and graphical data summaries, probability, sampling variability, confidence intervals and hypothesis tests.",Statistical Sciences 2037A/B,,"Offered in two formats: 3 lecture hours, or weekly online lectures and 2 in-class lab hours.",0.50,Statistical Sciences
Statistical Sciences 1024A/B INTRODUCTION TO STATISTICS,"Statistical inference, experimental design, sampling design, confidence intervals and hypothesis tests for means and proportions, regression and correlation.","Statistical Sciences 1023A/B, Statistical Sciences 2037A/B","Mathematics 0110A/B, Mathematics 1229A/B","Offered in two formats:  3 lecture hours, or weekly online lectures and 2 in-class lab hours (Main); 3 lecture hours (Huron, King's).",0.50,Statistical Sciences
Statistical Sciences 1024A/B INTRODUCTION TO STATISTICS,"Statistical inference, experimental design, sampling design, confidence intervals and hypothesis tests for means and proportions, regression and correlation.","Statistical Sciences 1023A/B, Statistical Sciences 2037A/B",,"Offered in two formats:  3 lecture hours, or weekly online lectures and 2 in-class lab hours (Main); 3 lecture hours (Huron, King's).",0.50,Statistical Sciences
Statistical Sciences 1024A/B INTRODUCTION TO STATISTICS,"Statistical inference, experimental design, sampling design, confidence intervals and hypothesis tests for means and proportions, regression and correlation.","Statistical Sciences 1023A/B, Statistical Sciences 2037A/B","Mathematics 0110A/B, Mathematics 1229A/B","Offered in two formats:  3 lecture hours, or weekly online lectures and 2 in-class lab hours (Main); 3 lecture hours (Huron, King's).",0.50,Statistical Sciences
Statistical Sciences 2035 STATISTICS FOR BUSINESS AND SOCIAL SCIENCES,"Descriptive statistics and graphs, probability and distributions. Sampling, hypothesis testing, and confidence intervals. Experimental design and analysis of variance. Regression and correlation, including multiple regression. Applications emphasized. This course cannot be taken for credit in any module in Statistics, Actuarial Science, or Financial Modelling.","Statistical Sciences 1023A/B, Statistical Sciences 1024A/B, Biology 2244A/B, Economics 2122A/B, Economics 2222A/B, Geography 2210A/B, Health Sciences 3801A/B, MOS 2242A/B, Psychology 2810, Psychology 2820E, Psychology 2830A/B, Psychology 2850A/B, Psychology 2851A/B, Social Work 2207A/B, Sociology 2205A/B, Statistical Sciences  2141A/B, Statistical Sciences  2143A/B, Statistical Sciences 2244A/B, Statistical Sciences  2858A/B, Statistical Sciences 2037A/B","Applied Mathematics 1201A/B, Applied Mathematics 1413, Statistical Sciences 1024A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Mathematics 1600A/B, Mathematics 1225A/B, Mathematics 1228A/B, Mathematics 1229A/B",3 lecture hours.,1.00,Statistical Sciences
Statistical Sciences 2035 STATISTICS FOR BUSINESS AND SOCIAL SCIENCES,"Descriptive statistics and graphs, probability and distributions. Sampling, hypothesis testing, and confidence intervals. Experimental design and analysis of variance. Regression and correlation, including multiple regression. Applications emphasized. This course cannot be taken for credit in any module in Statistics, Actuarial Science, or Financial Modelling.","Statistical Sciences 1023A/B, Statistical Sciences 1024A/B, Biology 2244A/B, Economics 2122A/B, Economics 2222A/B, Geography 2210A/B, Health Sciences 3801A/B, MOS 2242A/B, Psychology 2810, Psychology 2820E, Psychology 2830A/B, Psychology 2850A/B, Psychology 2851A/B, Social Work 2207A/B, Sociology 2205A/B, Statistical Sciences  2141A/B, Statistical Sciences  2143A/B, Statistical Sciences 2244A/B, Statistical Sciences  2858A/B, Statistical Sciences 2037A/B","Applied Mathematics 1201A/B, Applied Mathematics 1413, Statistical Sciences 1024A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Mathematics 1600A/B, Mathematics 1225A/B, Mathematics 1228A/B, Mathematics 1229A/B",3 lecture hours.,1.00,Statistical Sciences
Statistical Sciences 2037A/B STATISTICS FOR HEALTH,"An examination of statistical issues aiming towards statistical literacy and appropriate interpretation of statistical information. Common misconceptions will be targeted. Assessment of the validity and treatment of results in popular and scientific media. Conceptual consideration of study design, numerical and graphical data summaries, probability, sampling variability, confidence intervals and hypothesis tests. Emphasis will be placed on health-related applications.","Statistical Sciences 1023A/B, Antirequisite(s) at",,"Offered in two formats: 3 lecture hours, or weekly online lectures and 2 in-class lab hours (Main); 3 lecture hours (Huron). Note at Main campus: Cannot be taken for credit by students registered in the Faculty of Science and Schulich School of Medicine and Dentistry with the exception of students in Food and Nutrition.",0.50,Statistical Sciences
Statistical Sciences 2037A/B STATISTICS FOR HEALTH,"An examination of statistical issues aiming towards statistical literacy and appropriate interpretation of statistical information. Common misconceptions will be targeted. Assessment of the validity and treatment of results in popular and scientific media. Conceptual consideration of study design, numerical and graphical data summaries, probability, sampling variability, confidence intervals and hypothesis tests. Emphasis will be placed on health-related applications.","Statistical Sciences 1023A/B, Antirequisite(s) at",,"Offered in two formats: 3 lecture hours, or weekly online lectures and 2 in-class lab hours (Main); 3 lecture hours (Huron). Note at Main campus: Cannot be taken for credit by students registered in the Faculty of Science and Schulich School of Medicine and Dentistry with the exception of students in Food and Nutrition.",0.50,Statistical Sciences
Statistical Sciences 2141A/B APPLIED PROBABILITY AND STATISTICS FOR ENGINEERS,"An introduction to statistics with emphasis on the applied probability models used in Electrical and Civil Engineering and elsewhere.  Topics covered include samples, probability, probability distributions, estimation (including comparison of means), correlation and regression.  Cannot be taken for credit in any 3-year or honors program or in any module in Statistics, Actuarial Science, or Financial Modelling.","Statistical Sciences 1023A/B, Biology 2244A/B, Economics 2122A/B, Economics 2222A/B, Geography 2210A/B, Health Sciences 3801A/B, MOS 2242A/B, Psychology 2810, Psychology 2820E, Psychology 2830A/B, Psychology 2850A/B, Psychology 2851A/B, Social Work 2207A/B, Sociology 2205A/B, Statistical Sciences 2035, Statistical Sciences  2143A/B, Statistical Sciences 2244A/B, Statistical Sciences  2858A/B, Statistical Sciences 2037A/B","Applied Mathematics 1413, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B","3 lecture hours, 1 tutorial hour.",0.50,Statistical Sciences
Statistical Sciences 2143A/B APPLIED STATISTICS AND DATA ANLYSIS FOR ENGINEERS,"A data-driven introduction to statistics intended primarily for students in Chemical and Mechanical Engineering. Exploratory data analysis, probability, the Binomial, Poisson, Normal, Chi-Square and F distributions. Estimation, correlation and regression (model building and parameter estimation), analysis of variance, design of experiments. Cannot be taken for credit in any module in Statistics, Actuarial Science, or Financial Modelling.","Statistical Sciences 1023A/B, Statistical Sciences 1024A/B, Biology 2244A/B, Economics 2122A/B, Economics 2222A/B, Geography 2210A/B, Health Sciences 3801A/B, MOS 2242A/B, Psychology 2810, Psychology 2820E, Psychology 2830A/B, Psychology 2850A/B, Psychology 2851A/B, Social Work 2207A/B, Sociology 2205A/B, Statistical Sciences 2035, Statistical Sciences  2141A/B, Statistical Sciences 2244A/B, Statistical Sciences  2858A/B, Statistical Sciences 2037A/B","Applied Mathematics 1413, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B","3 lecture hours, 1 tutorial hour.",0.50,Statistical Sciences
